Time(s),Red_X,Red_Y,Green_X,Green_Y,Blue_X,Blue_Y
13.038433074951172,140.0,98.0,,,,
13.059727430343628,140.0,98.0,,,,
13.08133864402771,140.0,98.0,,,,
13.102749586105347,140.0,98.0,,,,
13.124539136886597,140.0,98.0,,,,
13.145975589752197,140.0,98.0,,,,
13.166958570480347,140.0,98.0,,,,
13.188481092453003,140.0,98.0,,,,
13.21021032333374,141.0,97.0,,,,
13.231327533721924,142.0,93.0,,,,
13.252749681472778,143.0,91.0,,,,
13.274072885513306,142.0,91.0,,,,
13.295538663864136,142.0,91.0,,,,
13.317209005355835,142.0,91.0,,,,
13.338472843170166,142.0,91.0,,,,
13.359915256500244,143.0,91.0,,,,
13.381205797195435,142.0,91.0,,,,
13.40281867980957,143.0,91.0,,,,
13.424256563186646,143.0,91.0,,,,
13.445590496063232,143.0,91.0,,,,
13.46778917312622,143.0,91.0,,,,
13.488506317138672,143.0,91.0,,,,
13.509971857070923,142.0,91.0,,,,
13.532369613647461,142.0,91.0,,,,
13.555689096450806,143.0,91.0,,,,
13.57559871673584,143.0,91.0,,,,
13.595960855484009,142.0,91.0,,,,
13.617138385772705,143.0,91.0,,,,
13.63868498802185,143.0,91.0,,,,
13.659991025924683,142.0,91.0,,,,
13.681465148925781,143.0,91.0,,,,
13.703000783920288,142.0,91.0,,,,
13.724687337875366,143.0,91.0,,,,
13.745751142501831,143.0,91.0,,,,
13.76736330986023,143.0,91.0,,,,
13.788833856582642,142.0,91.0,,,,
13.81078553199768,143.0,91.0,,,,
13.831786870956421,142.0,91.0,,,,
13.853323221206665,143.0,91.0,,,,
13.874690532684326,143.0,91.0,,,,
13.896106004714966,143.0,91.0,,,,
13.917866468429565,143.0,91.0,,,,
13.939456224441528,143.0,91.0,,,,
13.96072769165039,142.0,91.0,,,,
13.982257843017578,143.0,91.0,,,,
14.00359559059143,143.0,91.0,,,,
14.024775743484497,143.0,91.0,,,,
14.046239852905273,142.0,91.0,,,,
14.067522525787354,143.0,91.0,,,,
14.089188814163208,143.0,91.0,,,,
14.110816717147827,142.0,91.0,,,,
14.132004022598267,143.0,91.0,,,,
14.153396368026733,143.0,91.0,,,,
14.174981832504272,142.0,91.0,,,,
14.196469783782959,143.0,91.0,,,,
14.220906734466553,142.0,91.0,,,,
14.239899635314941,143.0,91.0,,,,
14.26066279411316,142.0,91.0,,,,
14.28206491470337,143.0,91.0,,,,
14.30371379852295,143.0,91.0,,,,
14.325638055801392,143.0,91.0,,,,
14.34667420387268,143.0,91.0,,,,
14.367997884750366,143.0,91.0,,,,
14.389462232589722,143.0,91.0,,,,
14.414800643920898,143.0,91.0,,,,
14.434632778167725,143.0,91.0,,,,
14.453970909118652,143.0,91.0,,,,
14.475130558013916,143.0,91.0,,,,
14.496713638305664,143.0,91.0,,,,
14.517970561981201,143.0,91.0,,,,
14.54002046585083,143.0,91.0,,,,
14.56104588508606,143.0,91.0,,,,
14.58250641822815,143.0,91.0,,,,
14.607223987579346,142.0,91.0,,,,
14.62741208076477,143.0,91.0,,,,
14.647546291351318,143.0,91.0,,,,
14.668118953704834,143.0,91.0,,,,
14.690112829208374,143.0,91.0,,,,
14.715171337127686,143.0,91.0,,,,
14.734760046005249,142.0,91.0,,,,
14.754233360290527,143.0,91.0,,,,
14.776765823364258,143.0,91.0,,,,
14.797252655029297,143.0,91.0,,,,
14.818618059158325,143.0,91.0,,,,
14.83992338180542,142.0,91.0,,,,
14.861482858657837,143.0,91.0,,,,
14.883820056915283,143.0,91.0,,,,
14.90429139137268,143.0,91.0,,,,
14.92587161064148,143.0,91.0,,,,
14.947142362594604,142.0,91.0,,,,
14.96999740600586,142.0,91.0,,,,
14.991242408752441,143.0,91.0,,,,
15.013015985488892,143.0,91.0,,,,
15.033194780349731,143.0,91.0,,,,
15.054611682891846,143.0,91.0,,,,
15.075744867324829,143.0,91.0,,,,
15.09722089767456,143.0,91.0,,,,
15.118956327438354,142.0,91.0,,,,
15.140248775482178,143.0,91.0,,,,
15.161725044250488,143.0,91.0,,,,
15.184057712554932,143.0,91.0,,,,
15.20728588104248,143.0,91.0,,,,
15.227837562561035,143.0,91.0,,,,
15.248246431350708,143.0,91.0,,,,
15.269585609436035,142.0,91.0,,,,
15.290376424789429,143.0,91.0,,,,
15.313439130783081,142.0,91.0,,,,
15.333470582962036,143.0,91.0,,,,
15.35654091835022,142.0,91.0,,,,
15.376652240753174,143.0,91.0,,,,
15.397711277008057,143.0,91.0,,,,
15.419898986816406,142.0,91.0,,,,
15.440279483795166,143.0,91.0,,,,
15.463010311126709,143.0,91.0,,,,
15.483419179916382,143.0,91.0,,,,
15.504950761795044,143.0,91.0,,,,
